id,start_lat,start_lon,end_lat,end_lon,length,green_count,path_json
38,32.085092,34.7818764,32.0817212,34.7814496,378.27519945478195,24,"[[32.085092, 34.7818764], [32.0844516, 34.7817293], [32.0839985, 34.7816239], [32.0832974, 34.7814967], [32.0832361, 34.7814856], [32.0830735, 34.7814762], [32.0822276, 34.7814292], [32.0817715, 34.7814475], [32.0817212, 34.7814496]]"
39,32.0790972,34.7866979,32.0795023,34.7813994,501.23852509012477,32,"[[32.0790972, 34.7866979], [32.079184, 34.7855468], [32.0792907, 34.7841075], [32.0793579, 34.7832744], [32.0795023, 34.7813994]]"
40,32.0815266,34.7801042,32.0814135,34.780096,12.644698665112681,0,"[[32.0815266, 34.7801042], [32.0814444, 34.7801033], [32.0814135, 34.780096]]"
41,32.0815266,34.7801042,32.0815271,34.7800379,6.246682447576673,0,"[[32.0815266, 34.7801042], [32.0815271, 34.7800379]]"
42,32.0815266,34.7801042,32.0815186,34.7811371,97.3185181088044,5,"[[32.0815266, 34.7801042], [32.0815261, 34.7801684], [32.0815258, 34.7802012], [32.0815251, 34.7802875], [32.0815187, 34.7811329], [32.0815186, 34.7811371]]"
43,32.0815266,34.7801042,32.0815977,34.7801062,7.908204463218419,0,"[[32.0815266, 34.7801042], [32.0815977, 34.7801062]]"
44,32.0795496,34.7810445,32.0795489,34.7811415,9.139355688842755,0,"[[32.0795496, 34.7810445], [32.0795489, 34.7811415]]"
45,32.0795496,34.7810445,32.0800001,34.7810497,50.14380191554204,2,"[[32.0795496, 34.7810445], [32.0796378, 34.7810434], [32.0797587, 34.7810551], [32.0800001, 34.7810497]]"
46,32.0814083,34.780038,32.0814083,34.7799772,5.7282615705454685,0,"[[32.0814083, 34.780038], [32.0814083, 34.7799913], [32.0814083, 34.7799772]]"
47,32.0814083,34.780038,32.0814135,34.780096,6.592810231000632,0,"[[32.0814083, 34.780038], [32.0813976, 34.780084], [32.0814135, 34.780096]]"
48,32.0814083,34.780038,32.0815271,34.7800379,13.20996064486823,0,"[[32.0814083, 34.780038], [32.0815271, 34.7800379]]"
49,32.0814083,34.780038,32.0810402,34.7800388,40.930976503417185,2,"[[32.0814083, 34.780038], [32.0812462, 34.780038], [32.0810402, 34.7800388]]"
50,32.0801668,34.7834557,32.0802763,34.7820507,132.9323473421419,8,"[[32.0801668, 34.7834557], [32.0801718, 34.7833911], [32.0802763, 34.7820507]]"
51,32.0830251,34.7811153,32.0817242,34.7811431,145.82319720415956,9,"[[32.0830251, 34.7811153], [32.0829317, 34.7811654], [32.082059, 34.7811635], [32.0819675, 34.7811633], [32.0818309, 34.781163], [32.0817242, 34.7811431]]"
52,32.0817215,34.7814033,32.0817229,34.7812726,12.314819769181407,0,"[[32.0817215, 34.7814033], [32.0817229, 34.7812726]]"
53,32.0817215,34.7814033,32.0814958,34.7813745,25.24295018758391,1,"[[32.0817215, 34.7814033], [32.0814958, 34.7813745]]"
54,32.0817215,34.7814033,32.0832157,34.7814424,166.27919097150004,10,"[[32.0817215, 34.7814033], [32.0822281, 34.781389], [32.083078, 34.7814361], [32.0832157, 34.7814424]]"
55,32.0817215,34.7814033,32.0817212,34.7814496,4.362259167318483,0,"[[32.0817215, 34.7814033], [32.0817212, 34.7814496]]"
56,32.0814184,34.7811304,32.0815186,34.7811371,11.159598862526709,0,"[[32.0814184, 34.7811304], [32.0815186, 34.7811371]]"
57,32.0814184,34.7811304,32.0813345,34.7811099,9.610403518303372,0,"[[32.0814184, 34.7811304], [32.0813661, 34.7811243], [32.0813345, 34.7811099]]"
58,32.0814184,34.7811304,32.0814038,34.7813145,17.420759053671194,0,"[[32.0814184, 34.7811304], [32.0814038, 34.7813145]]"
59,32.0795489,34.7811415,32.0795443,34.7812492,10.16002726231882,0,"[[32.0795489, 34.7811415], [32.0795443, 34.7812492]]"
60,32.0795489,34.7811415,32.0794914,34.7811426,6.394548187533411,0,"[[32.0795489, 34.7811415], [32.0794914, 34.7811426]]"
61,32.0795489,34.7811415,32.0796035,34.7812389,15.2844336325923,0,"[[32.0795489, 34.7811415], [32.0796065, 34.7811448], [32.0796035, 34.7812389]]"
62,32.0814022,34.7813985,32.0814958,34.7813745,10.65063668065499,0,"[[32.0814022, 34.7813985], [32.0814958, 34.7813745]]"
63,32.0814022,34.7813985,32.0814038,34.7813145,7.916045573597906,0,"[[32.0814022, 34.7813985], [32.0814038, 34.7813145]]"
64,32.0814022,34.7813985,32.0813964,34.7814573,5.577246553507105,0,"[[32.0814022, 34.7813985], [32.0813964, 34.7814573]]"
